row_index,row_id,study_id,image_path,dataset
0,00000002_000,NA,nih_cxr14/raw/images_001/images/00000002_000.png,nih_cxr14
1,00000005_001,NA,nih_cxr14/raw/images_001/images/00000005_001.png,nih_cxr14
2,00000013_018,NA,nih_cxr14/raw/images_001/images/00000013_018.png,nih_cxr14
3,00000013_022,NA,nih_cxr14/raw/images_001/images/00000013_022.png,nih_cxr14
4,00000013_023,NA,nih_cxr14/raw/images_001/images/00000013_023.png,nih_cxr14
5,00000013_031,NA,nih_cxr14/raw/images_001/images/00000013_031.png,nih_cxr14
6,00000013_038,NA,nih_cxr14/raw/images_001/images/00000013_038.png,nih_cxr14
7,00000013_040,NA,nih_cxr14/raw/images_001/images/00000013_040.png,nih_cxr14
8,00000013_045,NA,nih_cxr14/raw/images_001/images/00000013_045.png,nih_cxr14
9,00000020_000,NA,nih_cxr14/raw/images_001/images/00000020_000.png,nih_cxr14
10,00000032_009,NA,nih_cxr14/raw/images_001/images/00000032_009.png,nih_cxr14
11,00000032_012,NA,nih_cxr14/raw/images_001/images/00000032_012.png,nih_cxr14
12,00000032_023,NA,nih_cxr14/raw/images_001/images/00000032_023.png,nih_cxr14
13,00000032_026,NA,nih_cxr14/raw/images_001/images/00000032_026.png,nih_cxr14
14,00000032_033,NA,nih_cxr14/raw/images_001/images/00000032_033.png,nih_cxr14
15,00000032_038,NA,nih_cxr14/raw/images_001/images/00000032_038.png,nih_cxr14
16,00000032_053,NA,nih_cxr14/raw/images_001/images/00000032_053.png,nih_cxr14
17,00000040_000,NA,nih_cxr14/raw/images_001/images/00000040_000.png,nih_cxr14
18,00000053_000,NA,nih_cxr14/raw/images_001/images/00000053_000.png,nih_cxr14
19,00000061_002,NA,nih_cxr14/raw/images_001/images/00000061_002.png,nih_cxr14
20,00000061_006,NA,nih_cxr14/raw/images_001/images/00000061_006.png,nih_cxr14
21,00000061_020,NA,nih_cxr14/raw/images_001/images/00000061_020.png,nih_cxr14
22,00000061_021,NA,nih_cxr14/raw/images_001/images/00000061_021.png,nih_cxr14
23,00000085_000,NA,nih_cxr14/raw/images_001/images/00000085_000.png,nih_cxr14
24,00000091_000,NA,nih_cxr14/raw/images_001/images/00000091_000.png,nih_cxr14
25,00000091_001,NA,nih_cxr14/raw/images_001/images/00000091_001.png,nih_cxr14
26,00000093_000,NA,nih_cxr14/raw/images_001/images/00000093_000.png,nih_cxr14
27,00000099_001,NA,nih_cxr14/raw/images_001/images/00000099_001.png,nih_cxr14
28,00000099_004,NA,nih_cxr14/raw/images_001/images/00000099_004.png,nih_cxr14
29,00000099_007,NA,nih_cxr14/raw/images_001/images/00000099_007.png,nih_cxr14
30,00000099_010,NA,nih_cxr14/raw/images_001/images/00000099_010.png,nih_cxr14
31,00000102_000,NA,nih_cxr14/raw/images_001/images/00000102_000.png,nih_cxr14
32,00000105_001,NA,nih_cxr14/raw/images_001/images/00000105_001.png,nih_cxr14
33,00000105_002,NA,nih_cxr14/raw/images_001/images/00000105_002.png,nih_cxr14
34,00000105_005,NA,nih_cxr14/raw/images_001/images/00000105_005.png,nih_cxr14
35,00000111_000,NA,nih_cxr14/raw/images_001/images/00000111_000.png,nih_cxr14
36,00000115_000,NA,nih_cxr14/raw/images_001/images/00000115_000.png,nih_cxr14
37,00000116_001,NA,nih_cxr14/raw/images_001/images/00000116_001.png,nih_cxr14
38,00000116_010,NA,nih_cxr14/raw/images_001/images/00000116_010.png,nih_cxr14
39,00000116_015,NA,nih_cxr14/raw/images_001/images/00000116_015.png,nih_cxr14
40,00000116_021,NA,nih_cxr14/raw/images_001/images/00000116_021.png,nih_cxr14
41,00000116_023,NA,nih_cxr14/raw/images_001/images/00000116_023.png,nih_cxr14
42,00000116_033,NA,nih_cxr14/raw/images_001/images/00000116_033.png,nih_cxr14
43,00000118_001,NA,nih_cxr14/raw/images_001/images/00000118_001.png,nih_cxr14
44,00000118_004,NA,nih_cxr14/raw/images_001/images/00000118_004.png,nih_cxr14
45,00000118_010,NA,nih_cxr14/raw/images_001/images/00000118_010.png,nih_cxr14
